zipcode,zone,range,zone_general,range_general
18015,6B,-5 to 0,6,-10 to 0
18016,6B,-5 to 0,6,-10 to 0
18017,6B,-5 to 0,6,-10 to 0
18018,6B,-5 to 0,6,-10 to 0
18020,6B,-5 to 0,6,-10 to 0
18025,6B,-5 to 0,6,-10 to 0
18030,6B,-5 to 0,6,-10 to 0
18031,6B,-5 to 0,6,-10 to 0
18032,6B,-5 to 0,6,-10 to 0
18034,6B,-5 to 0,6,-10 to 0
18035,6B,-5 to 0,6,-10 to 0
18036,6B,-5 to 0,6,-10 to 0
18037,6B,-5 to 0,6,-10 to 0
18038,6A,-10 to -5,6,-10 to 0
18039,6B,-5 to 0,6,-10 to 0
18040,6B,-5 to 0,6,-10 to 0
18041,6B,-5 to 0,6,-10 to 0
18042,6B,-5 to 0,6,-10 to 0
18043,6B,-5 to 0,6,-10 to 0
18044,6B,-5 to 0,6,-10 to 0
18045,6B,-5 to 0,6,-10 to 0
18046,6B,-5 to 0,6,-10 to 0
18049,6B,-5 to 0,6,-10 to 0
18051,6B,-5 to 0,6,-10 to 0
18052,6B,-5 to 0,6,-10 to 0
18053,6B,-5 to 0,6,-10 to 0
18054,7A,0 to 5,7,0 to 10
18055,6B,-5 to 0,6,-10 to 0
18056,6B,-5 to 0,6,-10 to 0
18058,6A,-10 to -5,6,-10 to 0
18059,6B,-5 to 0,6,-10 to 0
18060,6B,-5 to 0,6,-10 to 0
18062,6B,-5 to 0,6,-10 to 0
18063,6B,-5 to 0,6,-10 to 0
18064,6B,-5 to 0,6,-10 to 0
18065,6B,-5 to 0,6,-10 to 0
18066,6A,-10 to -5,6,-10 to 0
18067,6B,-5 to 0,6,-10 to 0
18068,6B,-5 to 0,6,-10 to 0
18069,6B,-5 to 0,6,-10 to 0
18070,6B,-5 to 0,6,-10 to 0
18071,6B,-5 to 0,6,-10 to 0
18072,6A,-10 to -5,6,-10 to 0
18073,7A,0 to 5,7,0 to 10
18074,7A,0 to 5,7,0 to 10
18076,7A,0 to 5,7,0 to 10
18077,6B,-5 to 0,6,-10 to 0
18078,6B,-5 to 0,6,-10 to 0
18079,6B,-5 to 0,6,-10 to 0
18080,6B,-5 to 0,6,-10 to 0
18081,6B,-5 to 0,6,-10 to 0
18083,6B,-5 to 0,6,-10 to 0
18084,7A,0 to 5,7,0 to 10
18085,6B,-5 to 0,6,-10 to 0
18086,6B,-5 to 0,6,-10 to 0
18087,6B,-5 to 0,6,-10 to 0
18088,6B,-5 to 0,6,-10 to 0
18091,6A,-10 to -5,6,-10 to 0
18092,6B,-5 to 0,6,-10 to 0
18098,6B,-5 to 0,6,-10 to 0
18099,6B,-5 to 0,6,-10 to 0
18101,6B,-5 to 0,6,-10 to 0
18102,6B,-5 to 0,6,-10 to 0
18103,6B,-5 to 0,6,-10 to 0
18104,6B,-5 to 0,6,-10 to 0
18105,6B,-5 to 0,6,-10 to 0
18106,6B,-5 to 0,6,-10 to 0
18109,6B,-5 to 0,6,-10 to 0
18195,6B,-5 to 0,6,-10 to 0
18201,6A,-10 to -5,6,-10 to 0
18202,6A,-10 to -5,6,-10 to 0
18210,6A,-10 to -5,6,-10 to 0
18211,6A,-10 to -5,6,-10 to 0
18212,6B,-5 to 0,6,-10 to 0
18214,5B,-15 to -10,5,-20 to -10
18216,6A,-10 to -5,6,-10 to 0
18218,6A,-10 to -5,6,-10 to 0
18219,6A,-10 to -5,6,-10 to 0
18220,6A,-10 to -5,6,-10 to 0
18221,6A,-10 to -5,6,-10 to 0
18222,6A,-10 to -5,6,-10 to 0
18223,6A,-10 to -5,6,-10 to 0
18224,6A,-10 to -5,6,-10 to 0
18225,6A,-10 to -5,6,-10 to 0
18229,6A,-10 to -5,6,-10 to 0
18230,6A,-10 to -5,6,-10 to 0
18231,6A,-10 to -5,6,-10 to 0
18232,6A,-10 to -5,6,-10 to 0
18234,6A,-10 to -5,6,-10 to 0
18235,6B,-5 to 0,6,-10 to 0
18237,6A,-10 to -5,6,-10 to 0
18239,6A,-10 to -5,6,-10 to 0
18240,6A,-10 to -5,6,-10 to 0
18241,6A,-10 to -5,6,-10 to 0
18242,6A,-10 to -5,6,-10 to 0
18244,6A,-10 to -5,6,-10 to 0
